business_name,text,predicted_label,prediction_reason,index,rating,error,name,description,category
Bourbon n' Toulouse,The place has a very unique decor very friendly staff and some good Cajun food,Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific aspects like decor, staff friendliness, and Cajun food quality. The content is directly relevant to the business (a Cajun & Creole restaurant) and the 4-star rating is consistent with the positive feedback.",,,,Bourbon n' Toulouse,"Cajun & Creole specialties (including many gluten-free options) in simple, colorful surroundings.",['Restaurant']
143vinyl.com (formerly 651vinyl.com),I gave a four star only because my order was not ready when I picked it up. This is even after I received an email saying my order was completed.,Valid,"The review describes a genuine experience with an order pickup issue at this craft store, providing specific details about receiving a completion email but the order not being ready. The 4-star rating is consistent with the mixed experience described.",,,,143vinyl.com (formerly 651vinyl.com),,['Craft store']
Tumbleweed Tex Mex Grill & Margarita Bar,"Pitiful!  I asked for
R a beef burrito supreme(I don't care for their beans).  They delivered aburrito supreme with a bunch of beans.  When I told my server she said what I ordered had beans. She did not want to take it back but I insisted",Valid,"The review describes a genuine dining experience at the Tex-Mex restaurant, detailing a specific order issue with a beef burrito supreme and interaction with the server. The 2-star rating is consistent with the negative experience described.",,,,Tumbleweed Tex Mex Grill & Margarita Bar,"Tex-Mex chain serving mesquite-cooked meats, plus margaritas, amid Southwestern decor.","['Restaurant', 'Bar']"
Advance Auto Parts,"I went to return a set of brake pads that i purchased at the nicholasville branch which ended up being wrong & get the correct set- but the employee glanced at the box, ignored the receipt & said, ""not our parts"" & walked away! Another employee grudgingly refunded my $$ & once i had it in my hand i had words with the original employee: total bad experience!",Valid,"The review describes a genuine customer experience at an auto parts store, detailing a specific interaction about returning brake pads. The content is directly relevant to the business (auto parts store), and the 1-star rating is consistent with the negative experience described.",,,,Advance Auto Parts,Chain stocking a wide variety of automotive parts & accessories such as batteries & oil filters.,"['Auto parts store', 'Car accessories store', 'Car battery store', 'Tool rental service', 'Truck accessories store']"
Red Roof Inn Lexington South,The room was ok I guess,Valid,"The review describes a genuine experience staying at the hotel with a comment about the room quality, which is directly relevant to the hotel business. The 3-star rating is consistent with the lukewarm 'ok I guess' sentiment.",,,,Red Roof Inn Lexington South,Colorful rooms in a straightforward roadside hotel offering complimentary Wi-Fi & parking.,"['Hotel', 'Extended stay hotel', 'Inn', 'Motel']"
Sonic Drive-In,Love the chili Coney dog.  Service was quick and very friendly,Valid,"The review describes a genuine dining experience at Sonic Drive-In, mentioning a specific menu item (chili Coney dog) and commenting on service quality. The 5-star rating is consistent with the positive feedback about food and service.",,,,Sonic Drive-In,"Fast-food burger & fries joint with an old-school feel, including retro drive-in service.","['Fast food restaurant', 'Chicken restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant']"
Arby's,My son and i got sick after eating there. I blame no inspectors working because og govt shtdown. Not Arbys,Valid,"The review describes a genuine dining experience at Arby's where the reviewer and their son got sick after eating there. Despite the 1-star rating, this is a legitimate complaint about food quality/safety at the location, making it a valid review relevant to the restaurant's service.",,,,Arby's,"Fast-food chain, known for its roast beef, serving up hot & cold sandwiches, fries & shakes.","['Fast food restaurant', 'American restaurant', 'Deli', 'Takeout Restaurant', 'Sandwich shop']"
Mcmahan Plaza,A nice and clean shopping environment.,Valid,"The review provides a genuine assessment of the shopping mall experience, describing it as 'nice and clean shopping environment' which directly relates to the business category 'Shopping mall'. The 4-star rating is consistent with the positive feedback.",,,,Mcmahan Plaza,,['Shopping mall']
Taco Bell,"Normally clean,  day shift is friendly and fast.  Nights not so much usually",Valid,"The review provides a genuine experience about the restaurant's cleanliness, staff friendliness, and service speed during different shifts. The content is directly relevant to Taco Bell as a fast-food restaurant, and the 4-star rating aligns with the mixed but generally positive feedback.",,,,Taco Bell,"Fast-food chain serving Mexican-inspired fare such as tacos, quesadillas & nachos.","['Fast food restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Lunch restaurant', 'Takeout Restaurant', 'Mexican restaurant', 'Restaurant', 'Taco restaurant', 'Tex-Mex restaurant', 'Vegetarian restaurant']"
Bard's Burgers & Chili,I ordered thru Grubhub and was not disappointed. Their burgers are seasoned very well. The fried cheese curds are crispy on the outside and very flavorful. One of my top five burgers. Definitely worth the hype.,Valid,"The review describes a genuine dining experience with specific details about the food quality (seasoned burgers, crispy cheese curds) and delivery method (Grubhub). The content is directly relevant to the hamburger restaurant, and the 5-star rating aligns with the positive feedback about the food.",,,,Bard's Burgers & Chili,"Fast-food joint serving burgers, chili & sides in a colorful, straightforward space.","['Hamburger restaurant', 'American restaurant', 'Fast food restaurant', 'Restaurant']"
Regal Greenwood Mall,"Very nice, clean theater! Enjoyed Thor Regnorak very much! Thank you so much!",Valid,"The review describes a genuine movie theater experience, mentioning the cleanliness of the theater and a specific movie (Thor Ragnarok). The 5-star rating is consistent with the positive feedback about the venue.",,,,Regal Greenwood Mall,"Theater complex with multiple screens featuring new release films, plush seating & concession stand.",['Movie theater']
Martini Italian Bistro,"I usually hit the bar around 5:30. Some bartenders are great and keep an eye on who’s next and when a refill may be in order. Tonight’s male bartender failed to make eye contact and greet guests and apparently feels he needs to take care of the female patrons before the male. Doesn’t matter that I had been sitting there ten minutes or that the two gentlemen next to me had been there about five minutes, he waited on the two women who just sat down at the bar. I got up and left...",Valid,"The review describes a genuine experience at the restaurant's bar, discussing the bartender's service quality and behavior. The content is directly relevant to the Italian bistro's service experience, and the 3-star rating is consistent with the mixed feedback about poor service despite being a regular customer.",,,,Martini Italian Bistro,Upbeat venue known for its pastas (including whole-wheat & gluten-free options) & huge martini list.,['Italian restaurant']
Graeter's Ice Cream,Always good,Valid,"The review provides a genuine, positive assessment of the ice cream shop with a 5-star rating that matches the positive sentiment. While brief, the text 'Always good' is directly relevant to the business as an ice cream parlor and reflects a consistent experience with the establishment.",,,,Graeter's Ice Cream,Longtime ice cream parlor chain serving small-batch scoops plus baked goods at some locations.,"['Ice cream shop', 'Cake shop', 'Candy store', 'Caterer', 'Dessert shop', 'Pie shop']"
Bryan's Barber Shop,"Great place, old school hometown feel.  Cash only, they do have an ATM in the store.",Valid,"The review provides a genuine experience about the barber shop, mentioning the atmosphere ('old school hometown feel'), payment method ('cash only'), and amenities ('ATM in the store'). The 5-star rating is consistent with the positive description of the business.",,,,Bryan's Barber Shop,,['Barber shop']
Boost Mobile,Love boost,Valid,"The review expresses a positive sentiment about Boost Mobile, which is directly relevant to the wireless provider business. The 5-star rating is consistent with the positive text 'Love boost'.",,,,Boost Mobile,"Wireless provider featuring an assortment of prepaid mobile phones, data plans & accessories.","['Cell phone store', 'Telecommunications service provider']"
Lexington Peddlers Mall,Very dirty feeling. Alot of trash. What looked like pee on the floor in one of the boths. Bathrooms were filth and the carpet upstairs was nasty and had a bug feeling to it. Prices were not even good.,Valid,"The review describes a genuine visit experience at the flea market, providing specific details about cleanliness issues, bathrooms, carpet conditions, and pricing. The 1-star rating is consistent with the negative experience described.",,,,Lexington Peddlers Mall,,"['Flea market', 'Collectibles store']"
Spinelli's St. Matthews,The deep fryd oreos are to die for an the mozz bits are great too,Valid,"The review describes a genuine dining experience mentioning specific food items (deep fried oreos and mozzarella bites) that are relevant to a restaurant/pizza place, with a positive 5-star rating that matches the enthusiastic text.",,,,Spinelli's St. Matthews,Outpost of a local chain offering Philly-style pizza plus beer in no-frills digs with late hours.,"['Restaurant', 'Takeout Restaurant', 'Pizza delivery']"
Dollar General,"This store was amazing. Very clean, and everything is organized. They also have everything a big Supermarket has, but cheaper",Valid,"The review describes a genuine shopping experience at Dollar General, mentioning specific aspects like cleanliness, organization, and pricing that are directly relevant to this discount retail store. The 5-star rating aligns with the positive experience described.",,,,Dollar General,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.","['Dollar store', 'Convenience store', 'Discount store', 'Drug store', 'Grocery store']"
Wendy's,"Google said they were open, Wendy's website said they were open, all of the lights on. Waited five minutes at the intercom with no response, knocked on the window, called the store, no answer. I could swear I saw someone move around the store but they didn't seem to think a customer at the window was worth their time. Great experience after I drove twenty minutes out of my way to get something to eat and most of the other fast food places were closed after this detour.",Valid,"The review describes a genuine attempt to visit the Wendy's location, detailing specific interactions (waiting at intercom, knocking on window, calling) and the customer's frustration with poor service. The 1-star rating aligns with the negative experience described, and the content is directly relevant to the fast-food restaurant.",,,,Wendy's,Fast-food burger chain serving sides such as chili & baked potatoes.,"['Fast food restaurant', 'Hamburger restaurant', 'Restaurant']"
Hardee's,Best food around,Valid,"The review provides a positive assessment of the food quality at Hardee's, which is directly relevant to this fast-food restaurant. The 5-star rating is consistent with the positive comment 'Best food around'.",,,,Hardee's,,['Restaurant']
Mister B's Pizza & Wings,I had the Philly Cheesesteak with fries and it was delicious.,Valid,"The review describes a genuine dining experience at the restaurant, mentioning a specific food item (Philly Cheesesteak with fries) and expressing satisfaction. The 5-star rating is consistent with the positive feedback about the food quality.",,,,Mister B's Pizza & Wings,"Low-key eatery with ample TVs serves a range of burgers, pies, wings & beers in low-key environs.","['American restaurant', 'Caterer', 'Chicken wings restaurant', 'Delivery service', 'Family restaurant', 'Pizza delivery', 'Pizza Takeout', 'Restaurant', 'Sandwich shop']"
McDonald's,Food was good we actually had an employee come to the table and ask how the food was.,Valid,"The review describes a genuine dining experience at McDonald's, mentioning the food quality and specific customer service interaction. The 4-star rating is consistent with the positive feedback about both food and service.",,,,McDonald's,"Classic, long-running fast-food chain known for its burgers, fries & shakes.","['Fast food restaurant', 'Breakfast restaurant', 'Coffee shop', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant', 'Salad shop', 'Sandwich shop']"
Los Portales Mexican Restaurant,Good food and service,Valid,"The review provides a genuine assessment of the restaurant's food and service quality, which is directly relevant to a Mexican restaurant. The 5-star rating is consistent with the positive feedback.",,,,Los Portales Mexican Restaurant,,['Mexican restaurant']
McDonald's,Not horrible,Valid,"The review provides a genuine, albeit brief, opinion about the McDonald's experience. The 3-star rating and 'Not horrible' comment are consistent and relevant to evaluating the fast-food restaurant.",,,,McDonald's,"Classic, long-running fast-food chain known for its burgers, fries & shakes.","['Fast food restaurant', 'Breakfast restaurant', 'Coffee shop', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant', 'Salad shop', 'Sandwich shop']"
Wendy's,The girl working cash register should learn customer service.  Day shift.,Valid,"The review describes a genuine customer service experience at the restaurant, specifically mentioning the cashier during day shift. Despite the 1-star rating, it provides specific feedback about staff service which is relevant to the fast-food restaurant.",,,,Wendy's,Fast-food burger chain serving sides such as chili & baked potatoes.,"['Fast food restaurant', 'Hamburger restaurant', 'Restaurant']"
LongHorn Steakhouse,Delicious and reasonably priced,Valid,"The review describes a genuine dining experience at LongHorn Steakhouse, commenting on the food quality ('Delicious') and pricing ('reasonably priced'), which are relevant to the steakhouse's service. The 5-star rating is consistent with the positive feedback.",,,,LongHorn Steakhouse,Casual steakhouse chain known for grilled beef & other American dishes in a ranch-style space.,"['Steak house', 'Bar & grill', 'Barbecue restaurant', 'Family restaurant', 'Takeout Restaurant', 'Traditional American restaurant']"
Walmart Supercenter,Out of alot of thing's that I needed,Valid,"The review describes a genuine shopping experience at Walmart, expressing dissatisfaction with product availability. The 2-star rating is consistent with the negative experience described, and the content is directly relevant to the store's function as a retail location.",,,,Walmart Supercenter,,"['Department store', 'Clothing store', 'Craft store', 'Electronics store', 'Furniture store', 'Grocery store', 'Hardware store', 'Home goods store', 'Sporting goods store', 'Toy store']"
Sakura 12 Japanese Restaurant,Love the food. Love the caring staff. & workers. They treat you like family.,Valid,"The review describes a genuine dining experience at the Japanese restaurant, praising both the food and staff service. The 5-star rating is consistent with the positive feedback about food quality and customer service.",,,,Sakura 12 Japanese Restaurant,,"['Japanese restaurant', 'Chinese restaurant', 'Sushi restaurant', 'Teppanyaki restaurant']"
A Little Taste of Texas,Food was very good and service was adequate.,Valid,"The review provides a genuine assessment of both food quality and service at the restaurant, with a 4-star rating that aligns with the positive but measured feedback ('very good' food, 'adequate' service).",,,,A Little Taste of Texas,"Modest family-owned cafe with a Western theme & a menu of steak, chicken, burgers & chops.",['Steak house']
The Fish House,"Awesome food, great hole in the wall place with an amazing fish sandwich.",Valid,"The review describes a genuine dining experience at The Fish House, specifically mentioning the fish sandwich which aligns with the business description and seafood restaurant category. The 5-star rating is consistent with the positive language used.",,,,The Fish House,"Cozy seafood place for fish platters & sandwiches, New Orleans-style beignets & weekend breakfast.","['Seafood restaurant', 'Breakfast restaurant', 'Fish & chips restaurant', 'Fish and chips takeaway', 'Restaurant']"
Bargain Hunt,Love the bargain,Valid,The review is relevant to the business as it mentions 'bargain' which directly relates to the discount store's purpose of offering discounted prices. The 5-star rating is consistent with the positive sentiment expressed.,,,,Bargain Hunt,"Chain retailer selling brand-name apparel, electronics, housewares & more at discount prices.","['Discount store', 'Store']"
Rancho Grande Mexican Restaurant,Fantastic service and extremely delicious food at affordable prices!!!,Valid,"The review provides a genuine assessment of the restaurant experience, commenting on service quality, food taste, and pricing, which are all relevant to a Mexican restaurant. The 5-star rating is consistent with the positive feedback.",,,,Rancho Grande Mexican Restaurant,,"['Mexican restaurant', 'Bar & grill']"
Dixie Bowl,I. Love. Bowling  Steve DeWitt,Valid,"The review expresses genuine enthusiasm for bowling at a bowling alley, which is directly relevant to the business category. The 5-star rating is consistent with the positive sentiment expressed.",,,,Dixie Bowl,,['Bowling alley']
Lawrenceburg Flea Market,Much larger than it looks.  It seems to be setup  similar to other indoor flea malls.,Valid,"The review provides a genuine assessment of the flea market, describing its size and setup compared to other similar venues. The 4-star rating is consistent with the generally positive tone, and the content is directly relevant to the shopping mall/flea market experience.",,,,Lawrenceburg Flea Market,,['Shopping mall']
Mountain View Vet,Very friendly to me and my pet. Got all issues solved with one visit,Valid,"The review describes a genuine experience at a veterinary clinic, mentioning both the reviewer and their pet, and indicates successful treatment. The 5-star rating is consistent with the positive experience described, and the content is directly relevant to the animal hospital/veterinarian services.",,,,Mountain View Vet,,"['Animal hospital', 'Veterinarian']"
Harbor Freight Tools,"I like HF, but I really think they should honor your coupons. Especially if you spend $50 or higher.",Valid,"The review provides genuine feedback about Harbor Freight Tools' coupon policy and spending experience, which is directly relevant to the hardware store business. The 3-star rating aligns with the mixed sentiment of liking the store but having concerns about their coupon policy.",,,,Harbor Freight Tools,"Retail chain carrying a wide range of tools, hardware & other products for the home, garden & car.",['Hardware store']
Kentucky Science Center,Had a good time,Valid,"The review expresses a positive experience ('Had a good time') at the Kentucky Science Center, and the 5-star rating is consistent with the positive sentiment. The text is relevant to visiting a science museum/tourist attraction.",,,,Kentucky Science Center,"Kid-friendly science museum with hands-on exhibits, IMAX films, educational programs & more.","['Science museum', 'Museum', 'Tourist attraction']"
Alorica,Loved working here,Valid,"The review describes a genuine work experience at Alorica, which is consistent with it being a call center. The 5-star rating aligns with the positive sentiment expressed in 'Loved working here'.",,,,Alorica,,['Call center']
Thai Express,The food tastes amazing here!,Valid,"The review describes a genuine dining experience at the Thai restaurant, praising the food quality. The 5-star rating is consistent with the positive feedback about the taste, and the content is directly relevant to the restaurant's food service.",,,,Thai Express,,"['Thai restaurant', 'Asian restaurant', 'Restaurant', 'Southeast Asian restaurant']"
RENT-2-OWN Flemingsburg,Friendly and very polite.,Valid,"The review describes a genuine customer service experience at the rental/retail business, with positive feedback about staff behavior that is relevant to any service-oriented business. The 5-star rating is consistent with the positive text.",,,,RENT-2-OWN Flemingsburg,,"['Furniture rental service', 'Appliance rental service', 'Appliance store', 'Bedroom furniture store', 'Computer store', 'Electronics store', 'Furniture store', 'Lawn mower store', 'Tire shop', 'Washer & dryer store']"
Mr G's Lounge,Chili cheese-fries are awesome. Nicely hidden with cool locals.,Valid,"The review describes a genuine experience at the lounge, mentioning specific food (chili cheese-fries) and atmosphere (hidden with cool locals), which aligns with the business being a lounge/bar offering casual eats. The 5-star rating is consistent with the positive commentary.",,,,Mr G's Lounge,"Comfortable bar in a strip mall offering casual eats, plus karaoke, live music & TVs showing sports.","['Lounge', 'Bar']"
Malone's Hamburg,"Excellent service and very capable staff,I enjoyed it tremendously",Valid,"The review describes a genuine dining experience with praise for service and staff quality, which is directly relevant to the steakhouse restaurant. The 5-star rating is consistent with the positive feedback about the experience.",,,,Malone's Hamburg,"Prime cuts & a bottomless salad deal, plus gluten-free options, mark this informal steakhouse chain.","['Steak house', 'American restaurant', 'Fine dining restaurant', 'Restaurant', 'Seafood restaurant', 'Sushi restaurant']"
Kinman Farms,"A beautiful view and fresh produce, an opportunity to shop local and support small business. I'll have to go back again when there are more plants available.",Valid,"The review describes a genuine experience at the farm, mentioning specific aspects like the view, fresh produce, and plants, which are all relevant to the business categories (Farm, Garden center, Greenhouse). The 5-star rating is consistent with the positive experience described.",,,,Kinman Farms,,"['Farm', 'Christmas store', 'Garden center', 'Greenhouse', 'Pumpkin patch', 'Wedding venue']"
Richwood Flea Market,Most of the shops are either empty or are the same from years ago. Not many people invite you to their booths anymore and the selection of items are limited,Valid,"The review provides a genuine assessment of the flea market experience, describing specific aspects like empty shops, unchanged vendors, lack of invitations to booths, and limited item selection. The 3-star rating is consistent with the mixed but honest feedback about the market's current state.",,,,Richwood Flea Market,,['Flea market']
Aafes Fort Knox,Love Lucky Brand jeans! They always have my size😊,Valid,"The review discusses a specific product (Lucky Brand jeans) and availability of sizes at this Army & Navy surplus shop/store, which is relevant to the shopping experience at this location.",,,,Aafes Fort Knox,,"['Army & navy surplus shop', 'Store']"
Moby Dick Restaurants,The young lady who took my order was fabulous. Very pleasant. Food was hot.,Valid,"The review describes a genuine dining experience at the seafood restaurant, mentioning specific aspects like service quality and food temperature. The 5-star rating is consistent with the positive feedback about staff and food.",,,,Moby Dick Restaurants,,"['Restaurant', 'Seafood restaurant']"
Bernheim Arboretum and Research,I love the beauty and serenity of this special place. There are trails for all endurance levels. The Welcome Center has a cafe with delicious soups and sandwiches. It also has a variety of items to shop for.,Valid,"The review describes a genuine visit experience to the arboretum, mentioning specific features like trails, Welcome Center, cafe, and shopping options. The content is highly relevant to the business (arboretum/botanical garden) and the 5-star rating aligns with the positive experience described.",,,,Bernheim Arboretum and Research,"Natural woodland habitat featuring native trees & wildlife plus groomed trails, gardens & fields.","['Arboretum', 'Botanical garden', 'Tourist attraction']"
Cox Auto Parts Co,Locally owned.,Valid,"The review 'Locally owned.' is relevant to the auto parts store business. While brief, it provides information about the ownership structure of the business, which is pertinent information for potential customers and relates directly to the business itself.",,,,Cox Auto Parts Co,,['Auto parts store']
Casa Mexicana,"The food is good however, the service is slow. There is no sense of urgency for anything. Salsa could use a little bit of salt and heat.",Valid,"The review provides a genuine dining experience at the Mexican restaurant, describing specific aspects like food quality, service speed, and salsa taste. The 3-star rating is consistent with the mixed feedback (good food but slow service).",,,,Casa Mexicana,,['Mexican restaurant']
St Cecilia Roman Catholic Church,Great festival for kids and adults,Valid,"The review describes a genuine experience at the church's festival, which is relevant to a Catholic church that serves as a tourist attraction. The 5-star rating is consistent with the positive feedback about the festival being great for both kids and adults.",,,,St Cecilia Roman Catholic Church,,"['Catholic church', 'Tourist attraction']"
Upper Tygart Mini Mart,Nice and convenient little country store.,Valid,"The review provides a genuine assessment of the store experience, describing it as 'nice and convenient' which is relevant to a mini mart/home goods store. The 4-star rating is consistent with the positive text.",,,,Upper Tygart Mini Mart,,['Home goods store']
Half Price Books,"Great place to sell and buy used books!  Also, they have a awesome selection of video games, DVDs, and unique board games!",Valid,"The review describes a genuine experience at Half Price Books, mentioning specific products sold there (books, video games, DVDs, board games) which aligns perfectly with the business description and categories (Book store, Music store, Toy store). The 5-star rating is consistent with the positive experience described.",,,,Half Price Books,Family-owned chain that buys & sells secondhand books as well as movies & music in various formats.,"['Book store', 'Music store', 'Toy store']"
Black Stallion Steakhouse Columbia,Very nice and food was delicious,Valid,"The review describes a genuine dining experience at the steakhouse with positive feedback about the food quality, and the 5-star rating is consistent with the positive text.",,,,Black Stallion Steakhouse Columbia,,['Steak house']
Days Inn by Wyndham Louisville Airport Fair and Expo Center,"No pool, bathtub didn't drain well, other than that awesome. Very clean, comfortable bed, great pillows, etc",Valid,"The review provides a genuine experience staying at the hotel, mentioning specific details like the pool, bathtub drainage, cleanliness, bed comfort, and pillows. The 4-star rating is consistent with the mixed but generally positive feedback (noting both negatives and positives about the stay).",,,,Days Inn by Wyndham Louisville Airport Fair and Expo Center,"Straightforward lodging with free continental breakfast & Wi-Fi, plus a fitness center.","['Hotel', 'Lodge']"
Latonia Centre,It's a ok kroger plaza,Valid,"The review provides a genuine assessment of the shopping plaza, with the reviewer describing it as 'ok' and specifically mentioning it's a 'kroger plaza', which is relevant to a shopping mall location. The 4-star rating is consistent with the moderate positive sentiment.",,,,Latonia Centre,,['Shopping mall']
Old Navy - with Curbside Pickup,Okay for clothes.,Valid,"The review provides a genuine opinion about the clothing quality at Old Navy, which is directly relevant to the business as a clothing store. The 4-star rating is consistent with the 'okay' assessment of the clothes.",,,,Old Navy - with Curbside Pickup,"Chain with a wide range of clothing for the family from jeans to loungewear, plus fun accessories.","['Clothing store', 'Baby clothing store', ""Children's clothing store"", 'Jeans shop', ""Men's clothing store"", ""Women's clothing store""]"
Five Guys,Always clean. Fresh hot food. Friendly Atmosphere.,Valid,"The review describes a genuine dining experience at Five Guys, mentioning cleanliness, food quality, and atmosphere, which are all relevant to a hamburger/fast food restaurant. The 5-star rating is consistent with the positive feedback.",,,,Five Guys,"Fast-food chain with made-to-order burgers, fries & hot dogs, plus free peanuts while you wait.","['Hamburger restaurant', 'American restaurant', 'Fast food restaurant', 'Hot dog restaurant', 'Hot dog stand', 'Restaurant']"
Cliffside Diner,Good down-home food and friendly service!!,Valid,"The review describes a genuine dining experience at the diner, praising the food quality and service. The 5-star rating is consistent with the positive comments about 'down-home food and friendly service', which directly relates to the restaurant's offerings.",,,,Cliffside Diner,"Tiny, old-school American joint with a 1950s dining-car vibe, counter seating & popular burgers.","['Diner', 'Restaurant']"
Cheddar's Scratch Kitchen,Great food!,Valid,"The review expresses a positive opinion about the food quality at the restaurant, which is directly relevant to the business (a Traditional American/Family/Southern restaurant). The 5-star rating is consistent with the positive comment 'Great food!'",,,,Cheddar's Scratch Kitchen,"Family-friendly chain serving American comfort food with a Texas twist, plus cocktails.","['Traditional American restaurant', 'Family restaurant', 'Southern restaurant (US)']"
Papa John's Pizza,Great place to eat,Valid,"The review provides a genuine positive assessment of the dining experience at Papa John's Pizza, with a 4-star rating that aligns with the positive comment about it being a 'great place to eat'.",,,,Papa John's Pizza,"Take-out/delivery chain offering classic & specialty pizzas, wings & breadsticks, plus desserts.",['Pizza restaurant']
Chick-fil-A,Had to practically beg for more sauce. 1 chick fil a sauce is not enough for 4pc tender and fries! I'll gladly pay extra; I just want enough sauce for me food. It's pretty much the only reason I come to chick fil a in the first place,Valid,"The review describes a genuine dining experience at Chick-fil-A, specifically commenting on the sauce portions relative to the food ordered. The content is directly relevant to the fast-food restaurant's service and food offerings, and the 3-star rating aligns with the mixed experience described.",,,,Chick-fil-A,"Fast-food chain serving chicken sandwiches, strips & nuggets along with salads & sides.","['Fast food restaurant', 'Breakfast restaurant', 'Caterer', 'Chicken restaurant', 'Delivery service', 'Family restaurant']"
Thaxton’s Canoe Trails and Paddlers’ Inn,"Loved kayaking on the Licking river, we did the 12 mile and it was amazing. We were the only ones on the water that day and the staff was really nice.",Valid,"The review describes a genuine kayaking experience at the location, mentioning specific details like the 12-mile trip on the Licking river and positive interaction with staff. The 5-star rating is consistent with the positive experience described.",,,,Thaxton’s Canoe Trails and Paddlers’ Inn,,['Camping cabin']
Meijer,Not overcrowded but produce seems old and always out of stuff,Valid,"The review provides a genuine assessment of the grocery store experience, commenting on crowd levels, produce quality, and inventory issues, which are all relevant to evaluating a grocery store/supermarket.",,,,Meijer,"Chain retailer featuring brand-name groceries plus apparel, electronics & more.","['Grocery store', 'Produce market', 'Supermarket']"
Applebee's Grill + Bar,"Service was excellent. Food was definitely filling, and prices were set right for amount of food you get. Not a place for pleasure trip. It is expensive for a big group to eat, but was wonderful for a once a month type meal. Will definitely be taking family back again. Thank you all for making this night wonderful.",Valid,"The review describes a genuine dining experience at Applebee's, covering service quality, food portions, pricing, and expressing intent to return with family. The 5-star rating aligns with the positive experience described, and the content is directly relevant to the restaurant's offerings.",,,,Applebee's Grill + Bar,Full-service chain bar & grill providing hearty American eats in an informal setting.,"['Restaurant', 'American restaurant', 'Bar & grill', 'Diner', 'Family restaurant', 'Hamburger restaurant', 'Steak house', 'Traditional American restaurant']"
Goose Creek Diner,A tasty place for home cooked food! Good service and reasonably priced!,Valid,"The review describes a genuine dining experience at the restaurant, praising the food quality, service, and pricing. The 4-star rating is consistent with the positive feedback, and the content is relevant to the American restaurant's offerings.",,,,Goose Creek Diner,"Colorful diner offering traditional American comfort food, including a Sunday brunch buffet.","['American restaurant', 'Restaurant']"
Zaxby's Chicken Fingers & Buffalo Wings,Kids eat free on Sundays. We are there every Sunday.,Valid,"The review describes a genuine experience at the restaurant, mentioning a specific promotion (kids eat free on Sundays) and indicating regular visits. The content is relevant to the chicken restaurant's services and the 4-star rating aligns with a positive experience.",,,,Zaxby's Chicken Fingers & Buffalo Wings,"Chain eatery serving up fried chicken fingers, wings, sandwiches & other American comfort eats.","['Chicken restaurant', 'Fast food restaurant']"
Little Caesars Pizza,Fast n hot,Valid,"The review 'Fast n hot' is relevant to Little Caesars Pizza, as it describes the service speed and food temperature which are key attributes of a fast food pizza restaurant. The 5-star rating is consistent with the positive, albeit brief, comment.",,,,Little Caesars Pizza,"Carry-out chain featuring chicken wings, signature breadsticks & pizza tossed from housemade dough.","['Pizza restaurant', 'American restaurant', 'Chicken wings restaurant', 'Fast food restaurant', 'Pizza delivery', 'Pizza Takeout']"
Xscape Theatres Blankenbaker 16,Great,Valid,"The review provides a positive assessment ('Great') with a 5-star rating that is consistent with the sentiment. While brief, the comment is relevant to the movie theater experience and represents a genuine opinion about the location.",,,,Xscape Theatres Blankenbaker 16,,['Movie theater']
Taco Bell,Waited twenty minutes for my food. The man in the back touched the trash can and never changed his gloves. They gave me two freeze drinks half full and not even a complete drink. Very disappointed in the service received. I probably will never come back.,Valid,"The review describes a genuine dining experience at Taco Bell with specific details about wait time, food handling concerns, and incomplete drinks. The 1-star rating is consistent with the negative experience described, and the content is directly relevant to the restaurant's service and food quality.",,,,Taco Bell,"Fast-food chain serving Mexican-inspired fare such as tacos, quesadillas & nachos.","['Fast food restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Lunch restaurant', 'Takeout Restaurant', 'Mexican restaurant', 'Restaurant', 'Taco restaurant', 'Tex-Mex restaurant', 'Vegetarian restaurant']"
Fazoli's,Food had no taste I'm sorry just bland should be more than just cheese and bland sause,Valid,"The review describes a genuine dining experience at Fazoli's, providing specific feedback about the food quality (bland taste, cheese and sauce). The 1-star rating is consistent with the negative experience described, and the content is directly relevant to the restaurant's Italian food offerings.",,,,Fazoli's,"Casual restaurant chain for baked pastas, subs, pizza & other Italian fare plus custom combos.","['Italian restaurant', 'Caterer', 'Family restaurant', 'Takeout Restaurant', 'Pasta shop', 'Pizza restaurant', 'Restaurant']"
Lake Linville,Nice place but there usually is aways people there,Valid,"The review describes a genuine experience at Lake Linville, mentioning it's a 'nice place' but noting it's usually crowded. The content is relevant to the lake location and the 5-star rating aligns with the positive sentiment despite the minor complaint about crowds.",,,,Lake Linville,,['Lake']
