business_name,text,predicted_label,prediction_reason,name,description,category
4B's Restaurant of Polson,"Good food like always l, been going every time I drive through polson. Would be nice to see it get updated though. And a better salad bar.",Valid,"The review describes a genuine dining experience at the restaurant, mentioning repeated visits, food quality, and specific feedback about updates and the salad bar. The 3-star rating is consistent with the mixed but overall positive feedback.",4B's Restaurant of Polson,,"['American restaurant', 'Family restaurant']"
24th Street Station Casino,Great place to blow off a little steam,Valid,"The review describes a genuine experience at the casino. The phrase 'blow off a little steam' is relevant to casino activities (gambling/entertainment for stress relief), and the 5-star rating is consistent with the positive sentiment.",24th Street Station Casino,,['Casino']
Polson Animal Clinic,The staff are friendly and caring. This is definitely the place to go in Polson.,Valid,"The review describes a genuine experience at the veterinary clinic, praising the staff's qualities and recommending the location. The 5-star rating is consistent with the positive feedback about the service.",Polson Animal Clinic,,['Veterinarian']
Sagebrush Inn and Suites,"Room was dirty(dusty), couldn't use the wi-fi, and the free breakfast was a raisin bagel.",Valid,"The review describes a genuine stay experience at the hotel, mentioning specific aspects like room cleanliness, Wi-Fi issues, and breakfast quality. The 3-star rating is consistent with the mixed feedback provided.",Sagebrush Inn and Suites,"Simple rooms, some with kitchenettes, in a casual hotel offering free Wi-Fi & a TV lounge.",['Hotel']
Runnings,Very helpful staff,Valid,"The review provides a genuine assessment of the staff's helpfulness at this retail store, which is directly relevant to the customer service experience at the location.",Runnings,Longtime chain retailer with a wide array of home & farm supplies & outdoor recreation equipment.,"['Store', 'Farm equipment supplier', 'Outdoor furniture store']"
Theory Hair Salon,"Truly nice, laid-back and professional atmosphere, even in a pandemic. Really loved Sarah's vibe. Plus, the soundtrack of my cut was Summertime Sadness. Yep, highly recommend",Valid,"The review describes a genuine experience at the hair salon, mentioning specific details like the atmosphere, a staff member (Sarah), and even the music played during the service. The 5-star rating is consistent with the positive experience described.",Theory Hair Salon,,"['Beauty salon', 'Boutique', 'Gift shop', 'Hair salon', 'Hairdresser']"
Valley Pizza,Love their food!! Delicious every time!,Valid,"The review expresses genuine positive experience about the food at Valley Pizza, which directly relates to the pizza restaurant category. The 5-star rating is consistent with the enthusiastic praise.",Valley Pizza,,['Pizza restaurant']
Rio Sabinas,"Enjoyed the service an atmosphere. However,  fourth time in a row there got sick from the food. Too greasy.",Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific aspects like service, atmosphere, and food quality issues. The 2-star rating is consistent with the mixed feedback (positive service/atmosphere but negative food experience).",Rio Sabinas,"Local chain serving cocktails, sandwiches & Southwestern & Tex-Mex fare in a quirky, vibrant space.","['Mexican restaurant', 'Family restaurant', 'Restaurant']"
Lighthouse Espresso,Great place to stop,Valid,"The review provides a positive assessment of the coffee shop experience with 'Great place to stop', which is relevant to a coffee shop as a location where people would stop for coffee. The 5-star rating is consistent with the positive sentiment.",Lighthouse Espresso,,['Coffee shop']
Jersey Mike's Subs,Amazing service!,Valid,"The review provides a genuine positive assessment of the service at Jersey Mike's Subs, and the 5-star rating is consistent with the positive feedback about service quality.",Jersey Mike's Subs,New Jersey-based counter-serve sandwich chain serving jumbo subs filled with cold cuts & toppings.,['Sandwich shop']
Red Lodge Pizza Co,This pizza place was awesome. I was able to order 2 different specialty pizzas in a half and half on one pizza. They were both excellent.,Valid,"The review describes a genuine dining experience at the pizza restaurant, mentioning specific details about ordering specialty pizzas in a half-and-half format. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the business category and description.",Red Lodge Pizza Co,Basic pizza joint offering specialty pies and gluten-free options along with a salad bar.,"['Pizza restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Takeout Restaurant', 'Restaurant']"
Natural Grocers,Great variety of products and friendly employees,Valid,"The review describes a genuine shopping experience at Natural Grocers, mentioning product variety and employee friendliness, which are relevant to a grocery store. The 4-star rating is consistent with the positive feedback.",Natural Grocers,"Retail chain focused on natural & organic groceries, supplements, household products & more.","['Grocery store', 'Greengrocer', 'Health food store', 'Natural goods store', 'Organic food store', 'Organic shop', 'Produce market', 'Supermarket', 'Vitamin & supplements store']"
Snowfill Recreation Area,Lots of room for pets and kids to run. Beautiful view and gently sloping walking trails.,Valid,"The review describes a genuine experience at the recreation area, mentioning specific relevant features like space for pets and kids, beautiful views, and walking trails, which are all appropriate for a park/tourist attraction. The 5-star rating is consistent with the positive description.",Snowfill Recreation Area,,"['Park', 'Tourist attraction']"
City Brew Coffee,Sweet cream cold brew. Friendly staff and quick drive thru!,Valid,"The review describes a genuine experience at the coffee shop, mentioning specific items (sweet cream cold brew), staff service, and drive-thru experience. The 5-star rating is consistent with the positive feedback about the coffee, staff, and service speed.",City Brew Coffee,Coffee chain offering java & classic espresso drinks along with baked goods in a contemporary space.,['Coffee shop']
Bar-S Lounge & Supper Club,"5 stars as always! Consistently great food, great staff, Montana atmosphere. Love it!",Valid,"The review describes a genuine dining experience with specific praise for the food, staff, and atmosphere that aligns well with the business description of a Montana-style restaurant and bar. The 5-star rating is consistent with the positive feedback.",Bar-S Lounge & Supper Club,"Unpretentious, Montana-style restaurant offering steaks, seafood & other American eats, plus a bar.","['Bar', 'Lounge']"
Millice Park,Nice clean park to have a picnic and do some caching.,Valid,"The review describes a genuine experience at the park, mentioning activities like picnics and caching that are relevant to a park location. The 5-star rating is consistent with the positive description of the park being 'nice' and 'clean'.",Millice Park,,"['Park', 'Baseball field', 'Picnic ground', 'Playground', 'Soccer field']"
Taco Bell,This place is a joke. Whoever took my order was the rudest drive thru worker I have ever experienced. I mean you’re going to get so frustrated you’re going to talk down to me? Then when I go to the window some woman tries telling he wasn’t being “trying” to be rude... you don’t adjust ur tone like that to be pleasant.,Valid,"The review describes a genuine experience at Taco Bell, specifically detailing an interaction with drive-thru staff and window service. The 1-star rating is consistent with the negative experience described, and the content is directly relevant to the restaurant's service quality.",Taco Bell,"Fast-food chain serving Mexican-inspired fare such as tacos, quesadillas & nachos.","['Fast food restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Lunch restaurant', 'Takeout restaurant', 'Mexican restaurant', 'Restaurant', 'Taco restaurant', 'Tex-Mex restaurant', 'Vegetarian restaurant']"
Southgate Mall,Halloween for the little kids. The dance routine in the JCPENNY courtyard was phenomenal. All the stores that passed out candy had happy and helpful attendant's,Valid,"The review describes a genuine experience at Southgate Mall during a Halloween event, mentioning specific details like the dance routine in the JCPenney courtyard and stores passing out candy. The content is directly relevant to the shopping mall location and the 4-star rating aligns with the positive experience described.",Southgate Mall,"Modest, light-filled shopping center offering brand-name stores, eateries & a cinema.",['Shopping mall']
Famous Footwear,As soon as we walked in we were taken care of politely.,Valid,"The review describes a genuine customer service experience at the shoe store, mentioning being greeted politely upon entering. The 4-star rating is consistent with the positive experience described, and the content is relevant to the business.",Famous Footwear,Chain store offering a wide variety of brand-name shoes at discounted prices.,['Shoe store']
City Beach,Nice beach but the food closed too early on Saturday.,Valid,"The review describes a genuine experience at the beach location, mentioning both the beach quality and food service hours, which are relevant to visiting this lakeside beach facility. The 4-star rating is consistent with the mixed but overall positive feedback.",City Beach,"Lakeside beach with a swimming area, summer kayak & paddleboard rentals & picnic tables.",['Beach']
Safeway,"It's a grocery store, go to IGA.",Valid,"The review is relevant to the grocery store business, providing a brief opinion and comparison to another grocery store (IGA). The 3-star rating and concise feedback about the store type are consistent with a genuine customer experience.",Safeway,"Longtime supermarket chain carrying brand-name & house-label groceries, plus a deli, bakery & more.",['Grocery store']
Subway,"1 star reason, see the 5 star review on the other location in Laurel. First time weeks prior went in and ordering a sandwich the counter person was exceptionaly rude. Today another person acted the same and literally started arguing with my wife. I can see anyone having a bad day but being in a hurry will prevent us from bypassing this location and going to where WE KNOW the service is good.",Valid,"The review describes genuine experiences at the location, including specific incidents with staff behavior during two separate visits. The 1-star rating is consistent with the negative experiences described, and the content is directly relevant to the Subway restaurant's service quality.",Subway,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",['Sandwich shop']
Twin Sisters Trading Company,Superior product line with wonderfully helpful staff.,Valid,"The review describes a genuine shopping experience at the sporting goods store, praising both the product line and staff service. The 5-star rating is consistent with the positive feedback about products and customer service.",Twin Sisters Trading Company,,['Sporting goods store']
Perkins Restaurant & Bakery,Slow.  Waited over an hour for food. Manager was overwhelmed by busy and slow service,Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific issues with service speed and wait time, which are relevant to evaluating a restaurant's performance.",Perkins Restaurant & Bakery,"Kid-friendly chain known for baked goods, breakfasts & other American standards in dinerlike digs.","['Restaurant', 'Bakery', 'Family restaurant']"
North 40 Outfitters,"Great Store, awesome customer service. Friendly and knowledgeable. Top notch shopping",Valid,"The review describes a genuine shopping experience with specific positive feedback about customer service and staff knowledge, which is directly relevant to a retail store. The 5-star rating is consistent with the positive text content.",North 40 Outfitters,,"['General store', 'Clothing store', 'Farm equipment supplier', 'Animal feed store', 'Fishing store', 'Hardware store', 'Pet supply store', 'Sporting goods store', 'Tack shop', 'Western apparel store']"
Kountry Korner Café,"Great place for good portions, great food and some of the most reasonable prices in the area. Live entertainment on Fridays and Saturdays.",Valid,"The review provides a genuine experience about the restaurant, mentioning specific aspects like food portions, pricing, and entertainment schedule. The 5-star rating is consistent with the positive feedback about the cafe's offerings.",Kountry Korner Café,,"['Family restaurant', 'Breakfast restaurant', 'Cafe', 'Caterer', 'Lunch restaurant']"
Denny's,"Awesome dining experience, the host and waitress were incredibly accommodating, wish I would have got names, 5 out of 5 stars for sure.",Valid,"The review describes a genuine dining experience at Denny's, mentioning specific aspects like the host and waitress service. The 5-star rating is consistent with the positive feedback about the accommodating staff and overall experience.",Denny's,"Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",['Diner']
Old Chicago,"This gem of a place has a great selection of food. Can't remember the name of my food, but it was delicious. Our waitress was great, too. Fantastic service! Would love to go here again and try other foods.",Valid,"The review describes a genuine dining experience at Old Chicago, mentioning specific aspects like food quality, service, and waitress interaction. The 5-star rating is consistent with the positive feedback about food selection, service, and desire to return.",Old Chicago,Family-friendly chain restaurant featuring Italian entrees along with a wide beer selection.,"['Pizza restaurant', 'Bar', 'Bar & grill', 'Family restaurant', 'Italian restaurant', 'Sports bar']"
Saigon Nails,"I've been a customer for over 10 years.  Friendly staff, reasonable prices, walk in service.  I've dragged my partner with me often enough for pedicures, hes become a regular too!",Valid,"The review describes a genuine long-term customer experience at a nail salon, mentioning specific services (pedicures), staff friendliness, pricing, and walk-in availability. The content is directly relevant to the business category and shows authentic experience over 10 years.",Saigon Nails,,['Nail salon']
The Celtic Cowboy Pub and Restaurant,"Wonderful food here, wonderful experience!",Valid,"The review describes a genuine dining experience at the restaurant with positive feedback about the food and overall experience. The 5-star rating is consistent with the enthusiastic positive text, and the content is directly relevant to the business as an Irish pub and restaurant.",The Celtic Cowboy Pub and Restaurant,Roomy pub offering American & Irish eats plus live bands in a former livery stable with a warm vibe.,"['Irish pub', 'Bar', 'Irish restaurant', 'Restaurant']"
Colter Coffee,I keep going back to this place every Friday to meet with a men's group that meets and we always love their service friendliest people in the world that truly care about how you're doing and they're glad to see you,Valid,"The review describes a genuine, ongoing experience at the coffee shop, mentioning regular visits, positive service, and friendly staff. The 5-star rating is consistent with the positive experience described, and the content is directly relevant to a coffee shop business.",Colter Coffee,,['Coffee shop']
Mediterranean Room,"Great atmosphere, good food. Love it",Valid,"The review describes a genuine dining experience at the Mediterranean restaurant, mentioning atmosphere and food quality, which are relevant to the business category. The 5-star rating is consistent with the positive feedback.",Mediterranean Room,,['Mediterranean restaurant']
Little Bighorn Battlefield National Monument,Came here 3 days during reenactment.,Valid,"The review describes a genuine visit experience to the National Monument during a reenactment event, which is directly relevant to this historical battlefield site. The 5-star rating is consistent with a positive experience.",Little Bighorn Battlefield National Monument,,['Museum']
Local Kitchen & Bar,Delicious! And good service too.,Valid,"The review describes a genuine dining experience with positive feedback about food quality ('Delicious!') and service, which is directly relevant to this restaurant. The 5-star rating is consistent with the positive text.",Local Kitchen & Bar,"Warm, industrial-meets-wood-hued eatery serving elevated, locally-sourced comfort fare & cocktails.","['Fine dining restaurant', 'American restaurant', 'Gastropub', 'Pizza Takeout']"
ZooMontana,Getting great new animals! Nice walking paths. Good family fun with many playgrounds on site.,Valid,"The review describes a genuine visit experience at the zoo, mentioning specific aspects like animals, walking paths, and family-friendly facilities that are relevant to a zoo attraction. The 4-star rating is consistent with the positive content.",ZooMontana,"Sprawling, park-like zoo showcasing regional & exotic wildlife in open-air & indoor habitats.","['Zoo', 'Tourist attraction']"
Super 1 Foods,Helpful floor associates. Pre Holiday pricing on goodies a bit high. Produce selection as is quality. Large selection of in store items,Valid,"The review describes a genuine shopping experience at the grocery store, mentioning specific aspects like floor associates, pricing, produce quality, and product selection that are all relevant to a grocery store/supermarket.",Super 1 Foods,,"['Grocery store', 'ATM', 'Supermarket']"
Super 1 Foods,Great variety with lots of natural foods.,Valid,"The review describes a genuine shopping experience at the supermarket, praising the variety and natural foods available, which is directly relevant to a grocery store/supermarket business.",Super 1 Foods,,"['Grocery store', 'ATM', 'Supermarket']"
Walmart Supercenter,Great prices and the pharmacy helped me greatly with pricing and finding the best deal for medicine.,Valid,"The review describes a genuine shopping experience at Walmart, specifically mentioning the pharmacy service and pricing, which is relevant to the department store/supermarket categories. The 5-star rating is consistent with the positive experience described.",Walmart Supercenter,,"['Department store', 'Clothing store', 'Craft store', 'Electronics store', 'Furniture store', 'Grocery store', 'Hardware store', 'Home goods store', 'Sporting goods store', 'Toy store']"
Spadeball Ink Tattoo,Love coming here to get ink done 😁👍,Valid,"The review describes a genuine experience at the tattoo shop, with 'getting ink done' being directly relevant to the business category and name, and the 5-star rating is consistent with the positive sentiment expressed.",Spadeball Ink Tattoo,,['Tattoo shop']
Lake Elmo State Park,Disgusting will never come back,Valid,"The review expresses a genuine negative experience at the state park with a 1-star rating that matches the strongly negative sentiment. While brief, the review is relevant to the location and represents a legitimate visitor opinion.",Lake Elmo State Park,"This 64-acre park features a lake with swimming, boating & fishing, plus a 1.4-mi. hiking trail.","['State park', 'Tourist attraction']"
The Upper Cut,"Dalton is a proper barber. Efficient, accurate and cheap for the service that he provides!",Valid,"The review describes a genuine experience at the barber shop, mentioning the barber by name (Dalton) and providing specific feedback about the service quality (efficient, accurate, cheap). The 5-star rating is consistent with the positive text, and the content is directly relevant to the barber shop category.",The Upper Cut,,['Barber shop']
Mountain Lodge,Needs maintaining a few parts are almost in the stage of vanishing which is a safe issue,Valid,"The review provides a genuine assessment of the Mountain Lodge apartment complex, mentioning maintenance issues and safety concerns, which are relevant to the property. The 4-star rating is consistent with acknowledging problems while still being somewhat positive overall.",Mountain Lodge,,['Apartment complex']
4B's Restaurant,Pretty good!! Service was ok I'll go back,Valid,"The review describes a genuine dining experience at the restaurant with specific mentions of food quality ('Pretty good!!') and service ('Service was ok'), along with future intent to return. The 3-star rating is consistent with the mixed but overall positive sentiment expressed in the text.",4B's Restaurant,,['American restaurant']
"Simple Simon's Pizza - Plains, MT",Very good soups,Valid,"The review mentions 'soups' which is a food item commonly served at restaurants. While the business specializes in pizza, many pizza/Italian restaurants also serve soups. The 4-star rating is consistent with the positive comment 'Very good soups', making this a genuine review of the dining experience.","Simple Simon's Pizza - Plains, MT","A variety of pizzas, subs & calzones fills the menu at this easygoing Italian chain.","['Pizza restaurant', 'Italian restaurant', 'Pizza Takeout', 'Restaurant']"
Rolling Rubber Point S Tire and Auto Service,Always do a great job keeping me rolling!,Valid,"The review describes a positive experience with the tire and auto service, using relevant terminology ('keeping me rolling') that relates to the business category of tire shop and auto service. The 5-star rating is consistent with the positive sentiment.",Rolling Rubber Point S Tire and Auto Service,,"['Tire shop', 'Brake shop', 'Wheel alignment service']"
Sweet Peaks Ice Cream - Whitefish,"One of the places a visitor to the area NEEDS to visit.  The ice cream is expertly made and they have all sorts of new and awesome flavors with a constantly changing selection.  The atmosphere is also great, and the service is speedy.  Make sure you stop, even if the line looks long, it is very, VERY worth it. Take it from a local, Sweet Peaks is a temptation that I give into almost every time I drive by.",Valid,"The review provides a detailed, genuine experience about the ice cream shop, describing the quality of ice cream, flavors, atmosphere, and service. The 5-star rating is consistent with the highly positive text, and the reviewer identifies as a local who frequently visits, indicating authentic experience with the location.",Sweet Peaks Ice Cream - Whitefish,,"['Ice cream shop', 'Dessert shop']"
Hide-A-Way Lounge & Liquor Str,Good dive bar with good liquor store attached. Bar food and great beer selection.,Valid,"The review provides a genuine experience describing the bar and liquor store aspects of the business, which directly matches the category ['Liquor store', 'Bar']. The 4-star rating is consistent with the positive descriptive content about the dive bar, liquor store, bar food, and beer selection.",Hide-A-Way Lounge & Liquor Str,,"['Liquor store', 'Bar']"
Bearstone Cafe,Friendly down home staff.,Valid,"The review describes a genuine experience about the staff at the restaurant, which is relevant to the American restaurant category and business name. The 4-star rating is consistent with the positive comment about friendly staff.",Bearstone Cafe,,['American restaurant']
Plonk Bozeman,Best cocktails in bzn!,Valid,"The review is directly relevant to the business as it praises the cocktails at a cocktail bar establishment. The 5-star rating aligns with the positive sentiment, and 'bzn' appears to be a local abbreviation for Bozeman, showing local knowledge.",Plonk Bozeman,"Many wines by the glass, plus cocktails & globally inspired dishes, in a space with exposed brick.","['Eclectic restaurant', 'Cocktail bar', 'Wine bar']"
Great Falls Voyagers,It was okay,Irrelevant,"The review text 'It was okay' is extremely short and vague, providing no specific details about the baseball club or event venue experience. The generic comment does not relate to any aspects of a baseball club or event venue services, making it irrelevant to the business.",Great Falls Voyagers,,"['Baseball club', 'Event venue']"
Cracker Barrel Old Country Store,Always one of my favorite places to eat,Valid,"The review expresses a genuine positive experience about eating at the restaurant, which is relevant to Cracker Barrel's business as an American comfort food restaurant. The 5-star rating is consistent with the positive sentiment.",Cracker Barrel Old Country Store,"Homey chain restaurant serving American comfort food, with an on-site general store.","['American restaurant', 'Gift shop', 'Hobby store', 'Restaurant', 'Southern restaurant (US)']"
Mr. Hot Dogs,Now THAT is a damn good hot dog!,Valid,"The review expresses genuine enthusiasm about the hot dogs at a hot dog restaurant, with a 5-star rating that matches the positive sentiment. The content is directly relevant to the business category and describes an authentic dining experience.",Mr. Hot Dogs,,['Hot dog restaurant']
The Loft Spa,I visited this salon one about two years ago. The staff were nice enough but my stylist had no clue how to do a proper inverted bob. They are on the 3rd floor of a building on mainstreet so parking is a royal pain.,Valid,"The review describes a genuine experience at the spa/salon, mentioning specific details about the service (inverted bob haircut), staff interaction, location (3rd floor on mainstreet), and parking issues. The content is relevant to the business categories (Beauty salon, Hair salon) and provides helpful information for future customers.",The Loft Spa,,"['Day spa', 'Acupuncturist', 'Beauty salon', 'Facial spa', 'Hair salon', 'Make-up artist', 'Massage therapist', 'Nail salon']"
The Pro,If I could give 6 stars I would.  Great low carb pizza options.  They have an amazing cauliflower pizza crust and a very good tasting low carb crust option as well.  I'm so glad to find lower carb pizza options that taste great!  They found a new regular customer tonight!,Valid,"The review describes a genuine dining experience at a pizza restaurant, specifically praising the low-carb pizza options and cauliflower crust. The 5-star rating is consistent with the enthusiastic positive feedback, and the content is directly relevant to the business category of 'Pizza restaurant'.",The Pro,,"['Pizza restaurant', 'Delivery Restaurant']"
MOD Pizza,"Great pizzas and salads, reasonable prices, but occasionally very lengthy wait times.",Valid,"The review describes a genuine dining experience at MOD Pizza, mentioning specific aspects like food quality (pizzas and salads), pricing, and service (wait times). The 4-star rating is consistent with the mixed but overall positive feedback.",MOD Pizza,Counter-serve chain with industrial-chic decor known for build-your-own pizza.,"['Pizza restaurant', 'Restaurant']"
Sage Lodge,Incredible experience. Lovely in both the winter and summer.,Valid,"The review describes a genuine experience at the resort, mentioning visits during different seasons (winter and summer), which is relevant to the high-end resort business. The 5-star rating is consistent with the positive text describing an 'incredible experience'.",Sage Lodge,"High-end resort offering premium quarters & 2 restaurants, plus a spa, a hot tub & a 24/7 gym.",['Resort hotel']
Malmstrom Commissary,"Well stocked and operated during the pandemic. Used the self service kiosk, an employee was sure to wipe it down before I started.",Valid,"The review describes a genuine shopping experience at the commissary, mentioning specific details about stock levels, pandemic operations, and self-service kiosks. The content is directly relevant to a grocery store/supermarket, and the 5-star rating aligns with the positive experience described.",Malmstrom Commissary,,"['Grocery store', 'Supermarket']"
Dealers Choice Detail LLC,Decided to give this place a try since it is close to my house.  Had the exterior detail done and was very disappointed.  After I got my car home I noticed wax residue all over different spots of my car.  I had to get a rag and re-wipe down my car.  They also got wax all over my trim.  I couldn't get it off.  Still to this day there is white residue all over my black trim.  And to make matters worse I was quoted one price and when I went in to pick up my car was charged $20 more.  When I asked why she said that I was quoted old pricing.  Do not recommend this place.  Find someone else to detail your car.,Valid,"The review describes a genuine experience with the car detailing service, providing specific details about wax residue issues, pricing discrepancy, and overall dissatisfaction. The 1-star rating is consistent with the negative experience described, and the content is directly relevant to the car detailing business.",Dealers Choice Detail LLC,,['Car detailing service']
Lionheart Caregiving Dispensary,"Best medical dispenser I have had
Great people",Valid,"The review describes a genuine experience at a cannabis dispensary, praising both the medical service and staff. The 5-star rating is consistent with the positive feedback about the dispensary's quality and people.",Lionheart Caregiving Dispensary,,['Cannabis store']
North Western Energy,Awful customer service. My family and I are struggling with finances due to covid. Was advised to contact LEAPP. Was told to wait until a decision was made. Woke up this morning to no heat or hot water. When we called both we were told to stop calling. If I had the funds to switch to complete electric heat and hot water I would. This company sucks to do business with.,Valid,"The review describes a genuine customer service experience with North Western Energy (a gas company), detailing specific interactions about financial assistance programs and utility shutoff. The 1-star rating is consistent with the negative experience described, and the content is directly relevant to the business's services.",North Western Energy,,['Electric utility company']
Imperial Dry Cleaners,Great staff!!,Valid,"The review provides a genuine positive assessment of the staff at the dry cleaning business, with a 5-star rating that is consistent with the positive comment about the service experience.",Imperial Dry Cleaners,,['Laundromat']
West Glacier Café,Fun little place with quick food.,Valid,"The review provides a genuine assessment of the dining experience at West Glacier Café, describing it as a 'fun little place with quick food' which is directly relevant to an American restaurant. The 5-star rating is consistent with the positive tone of the review.",West Glacier Café,,['American restaurant']
Ted's Montana Grill,Wonderful food.  Come everytime we are in town,Valid,"The review describes a genuine dining experience with positive feedback about the food quality and indicates repeated visits, which is consistent with the 5-star rating and relevant to the restaurant.",Ted's Montana Grill,Old West-style steakhouse chain known for its burgers & chops made from bison.,"['American restaurant', 'Bar & grill', 'Family restaurant', 'Hamburger restaurant']"
Big O Tires,"Great service and quality work done, although the prices for tires are a bit higher than if you were to shop around at other places.",Valid,"The review describes a genuine experience at Big O Tires, discussing service quality, work performed, and pricing comparison. The content is directly relevant to the tire shop business category, and the 4-star rating aligns with the mixed but generally positive feedback (praising service quality while noting higher prices).",Big O Tires,,"['Tire shop', 'Auto tune up service', 'Brake shop', 'Car repair and maintenance', 'Mechanic', 'Wheel alignment service']"
Burns St. Bistro,"After hrs HMO meeting,. Nice facility",Valid,"The review describes a genuine experience at the bistro, mentioning a meeting and commenting on the facility. The 5-star rating is consistent with the positive assessment of the venue as a 'nice facility', and the content is relevant to the restaurant/bistro business.",Burns St. Bistro,Classic breakfast & lunch dishes are the draw at this airy daytime bistro with a laid-back ambiance.,"['Bistro', 'Bakery', 'Caterer', 'Restaurant']"
Gallatin River Ranch,Great views from your home!!,Irrelevant,"The review text 'Great views from your home!!' appears to be addressing the reader directly about their own home rather than describing an experience at Gallatin River Ranch. The content does not relate to the ranch services, custom home building, homeowners' association, or horse boarding activities offered by this business.",Gallatin River Ranch,,"['Ranch', 'Custom home builder', ""Homeowners' association"", 'Horse boarding stable']"
Howard's Pizza,Worlds best pizza,Valid,"The review is relevant to the pizza restaurant, expressing a positive opinion about the pizza quality with a 5-star rating that matches the enthusiastic text.",Howard's Pizza,Veteran pizzeria doling out thin-crust pies & other eats such as chicken & shrimp in simple digs.,"['Pizza restaurant', 'Delivery Restaurant']"
Walmart Supercenter,Almost every day,Irrelevant,"The review text 'Almost every day' is extremely short and vague, providing no meaningful information about the shopping experience, products, or services at Walmart. While it could potentially indicate frequency of visits, it lacks any context or description that relates to the business categories or operations of a department/grocery store.",Walmart Supercenter,,"['Department store', 'Clothing store', 'Craft store', 'Electronics store', 'Furniture store', 'Grocery store', 'Hardware store', 'Home goods store', 'Sporting goods store', 'Toy store']"
Cadillac Jax Bar & Grill,Great help great food good price,Valid,"The review describes a genuine experience at the bar and grill, mentioning specific aspects like help (service), food quality, and pricing. The 5-star rating is consistent with the positive feedback about the establishment.",Cadillac Jax Bar & Grill,,['Bar']
Swift Creek Cafe,Delicious French toast! Everything gourmet and from scratch. Super impressed with the perfectly cooked eggs Benedict!,Valid,"The review describes a genuine dining experience at the cafe, mentioning specific breakfast items (French toast, eggs Benedict) that align with the business category of 'Breakfast restaurant' and the description of offering 'hearty breakfast & lunch plates'. The 5-star rating is consistent with the positive feedback about the food quality.",Swift Creek Cafe,"Compact, low-key family-run cafe offering single-estate coffee & hearty breakfast & lunch plates.","['Breakfast restaurant', 'Lunch restaurant']"
Liquor Store Cheers Unlimited,The staff is friendly and knowledgeable. They have the best selection so they'll have what you're looking for.,Valid,"The review describes a genuine experience at the liquor store, mentioning staff quality and product selection which are directly relevant to the business category and name. The 5-star rating is consistent with the positive feedback.",Liquor Store Cheers Unlimited,,['Liquor store']
Comfort Inn,"Loved the room, extremely comfortable.",Valid,"The review describes a genuine stay experience at the hotel, mentioning room comfort which is directly relevant to the accommodation service. The 5-star rating is consistent with the positive feedback.",Comfort Inn,"Modest property with simple rooms, an indoor heated pool & hot tub, plus free breakfast & WiFi.","['Hotel', 'Lodge']"
Central Montana Lock & Safe,Professional work at a great price. Best value in town,Valid,"The review describes a genuine experience with the locksmith service, praising professional work and pricing. The content is directly relevant to the business category (Locksmith, Safe & vault shop) and the 5-star rating is consistent with the positive feedback.",Central Montana Lock & Safe,,"['Locksmith', 'Safe & vault shop']"
Whitefish Mountain Resort,I went skiing it was really fun my best skiing trip,Valid,"The review describes a genuine skiing experience at Whitefish Mountain Resort, which directly relates to the business category as a ski resort. The 5-star rating is consistent with the positive experience described.",Whitefish Mountain Resort,,"['Ski resort', 'Sports activity location']"
Bozeman Brewing Company,The most exotic and well-thought beer in town.,Valid,"The review describes a genuine experience with the brewery's beer, praising its quality. The 5-star rating is consistent with the positive text, and the content is directly relevant to a brewery/bar establishment.",Bozeman Brewing Company,Neighborhood microbrewery pairing its craft beers with a popular tasting room & events.,"['Brewery', 'Bar']"
Burger King,"Dirty, but quick.",Valid,"The review provides a genuine assessment of the restaurant experience, mentioning both cleanliness ('Dirty') and service speed ('quick'), which are relevant aspects of a fast-food restaurant visit. The 1-star rating is consistent with the negative comment about cleanliness.",Burger King,"Well-known fast-food chain serving grilled burgers, fries & shakes, plus breakfast.",['Fast food restaurant']
Buffalo Wild Wings,Always great when you can go out to BWW!,Valid,"The review expresses a positive experience about going to Buffalo Wild Wings (BWW), which is directly relevant to the sports bar restaurant. The 5-star rating is consistent with the enthusiastic positive sentiment in the text.",Buffalo Wild Wings,Lively sports-bar chain dishing up wings & other American pub grub amid lots of large-screen TVs.,"['Chicken wings restaurant', 'American restaurant', 'Bar & grill', 'Takeout Restaurant', 'Restaurant', 'Sports bar']"
The Nugget RV Park,"Mark, Leslie and their family are wonderful!  They have created a mini utopia!  The best campground we stayed at in Montana.",Valid,"The review describes a genuine camping experience at an RV park, mentioning specific staff members and praising the campground quality. The 5-star rating is consistent with the positive experience described.",The Nugget RV Park,,['RV park']
Hoagieville,There is a long hair in my Fishwich,Valid,"The review describes a specific negative experience with food quality at a sandwich shop, which is directly relevant to the business. The 1-star rating is consistent with finding hair in food, which is a legitimate complaint about the dining experience.",Hoagieville,,"['Restaurant', 'Fast food restaurant', 'Hamburger restaurant', 'Sandwich shop']"
